what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098884187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098887484
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1440098887843
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1440098887937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098888812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098893969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1440098896733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098901168
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098901277
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1440098907732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098910076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098915951
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1440098916326
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1440098916404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098919279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098925624
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1440098928882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098933041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098933150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098935776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098945164
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1440098946991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098949484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098953797
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1440098954156
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1440098954234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1440098956737
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098964051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1440098964145
