what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1441250374947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1441250375400
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1441250376056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1441250376728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441250468545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441250469466
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441250470556
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441250487842
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1441250492194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441250501958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441250502789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441250504308
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441250513452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441250518310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441250531162
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1441250535094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441250544090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441250562912
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1441253381764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441253382733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441254423826
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1441254428696
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1441254457590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441254457715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441254459353
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1441254461623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441254483359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441254483516
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1441254483781
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1441254483891
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441254488827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441254490705
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1441254494172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441254501360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441254501501
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1441254501548
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1441254503878
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1441254503878
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1441254504663
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1441254513590
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1441254513590
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1441254520509
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1441254550985
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1441254555579
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1441254559183
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1441254566929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1441254578607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1441254630650
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1441254641330
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1441254646253
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1441254650215
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1441254655635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441254655776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1441254657028
